ThreadsPerBlock,Blocks,AvgTimeMs
835,8,0.123523
836,8,0.123086
837,8,0.122821
838,8,0.123043
839,8,0.122806
840,8,0.122964
841,8,0.122678
842,8,0.122686
843,8,0.122886
844,8,0.122824
845,8,0.122982
846,8,0.123820
847,8,0.123619
848,8,0.123719
849,8,0.123664
850,8,0.124019
851,8,0.124079
852,8,0.123987
853,8,0.124049
854,8,0.124034
855,8,0.124209
856,8,0.124535
857,8,0.124416
858,8,0.124617
859,8,0.124875
860,8,0.124934
861,8,0.125210
862,8,0.125251
863,8,0.125655
864,8,0.125655
865,8,0.126477
866,8,0.126467
867,8,0.126422
868,8,0.126568
869,8,0.126514
870,8,0.126530
871,8,0.126681
872,8,0.126300
873,8,0.125996
874,8,0.126187
875,8,0.126025
876,8,0.125937
877,8,0.125671
878,8,0.125751
879,8,0.125499
880,8,0.125604
881,8,0.125416
882,8,0.125609
883,8,0.125517
884,8,0.125425
885,8,0.125269
886,8,0.125096
887,8,0.125030
888,8,0.125053
889,8,0.124332
890,8,0.124603
891,8,0.124723
892,8,0.124741
893,7,0.124814
894,7,0.124744
895,7,0.124785
896,7,0.124953
897,7,0.125408
898,7,0.125288
899,7,0.125255
900,7,0.125234
901,7,0.125349
902,7,0.125273
903,7,0.125356
904,7,0.125442
905,7,0.125222
906,7,0.125080
907,7,0.124994
908,7,0.124741
909,7,0.124874
910,7,0.124805
911,7,0.124864
912,7,0.124257
913,7,0.124503
914,7,0.124790
915,7,0.124375
916,7,0.124144
917,7,0.124080
918,7,0.124041
919,7,0.123984
920,7,0.123911
921,7,0.123197
922,7,0.123397
923,7,0.133164
924,7,0.122839
925,7,0.122685
926,7,0.122911
927,7,0.122623
928,7,0.122816
929,7,0.124786
930,7,0.124253
931,7,0.123918
932,7,0.123319
933,7,0.123472
934,7,0.123076
935,7,0.122983
936,7,0.123267
937,7,0.123281
938,7,0.123268
939,7,0.123278
940,7,0.123522
941,7,0.123363
942,7,0.123505
943,7,0.123764
944,7,0.123407
945,7,0.123437
946,7,0.123816
947,7,0.124114
948,7,0.124232
949,7,0.124220
950,7,0.124847
951,7,0.125856
952,7,0.125444
953,7,0.124666
954,7,0.125018
955,7,0.124921
956,7,0.124523
957,7,0.124674
958,7,0.124730
959,7,0.124531
960,7,0.124625
961,7,0.126014
962,7,0.125455
963,7,0.124878
964,7,0.124416
965,7,0.124883
966,7,0.124468
967,7,0.124430
968,7,0.123640
969,7,0.123354
970,7,0.123129
971,7,0.122542
972,7,0.122520
973,7,0.121412
974,7,0.121330
975,7,0.121117
976,7,0.121506
977,7,0.120509
978,7,0.121470
979,7,0.121489
980,7,0.122017
981,7,0.121399
982,7,0.122099
983,7,0.123323
984,7,0.124454
985,7,0.122889
986,7,0.124194
987,7,0.125264
988,7,0.125115
989,7,0.127626
990,7,0.129414
991,7,0.132223
992,7,0.134652
993,7,0.130511
994,7,0.131829
995,7,0.132405
996,7,0.133133
997,7,0.134984
998,7,0.135986
999,7,0.136943
1000,7,0.137519
1001,7,0.137746
1002,7,0.138338
1003,7,0.138419
1004,7,0.138730
1005,7,0.138339
1006,7,0.136852
1007,7,0.137392
1008,7,0.138097
1009,7,0.137151
1010,7,0.137560
1011,7,0.137016
1012,7,0.135461
1013,7,0.136151
1014,7,0.135217
1015,7,0.135113
1016,7,0.135259
1017,7,0.131302
1018,7,0.129937
1019,7,0.130853
1020,7,0.127448
1021,7,0.125964
1022,7,0.130224
1023,7,0.126286
1024,7,0.128215
